ticker_q,sql
NFG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NFG' AND dlycaldt IN ('2021-01-20', '2021-01-19', '2021-01-21', '2021-01-20', '2021-01-19', '2021-01-21', '2020-11-29', '2020-10-29', '2020-11-02', '2020-11-13', '2020-11-03', '2020-11-16', '2020-10-29', '2020-11-02', '2020-11-13', '2020-11-03', '2020-11-16', '2020-09-01', '2021-03-18', '2021-03-19', '2021-03-18', '2021-03-19', '2022-01-21', '2022-08-02', '2022-08-08');"
NFLX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NFLX' AND dlycaldt IN ('2022-01-28', '2020-08-20', '2021-08-27', '2021-02-16', '2021-04-05', '2021-04-09', '2021-04-12', '2021-04-05', '2021-04-05', '2021-04-01', '2021-04-16', '2021-03-24', '2021-01-22', '2021-01-22', '2021-02-25', '2021-06-22', '2020-09-23', '2020-02-27', '2021-07-19', '2020-06-18', '2020-11-19', '2020-10-29', '2022-05-19', '2022-03-11', '2022-03-17', '2021-03-05', '2021-08-19', '2020-07-01', '2022-03-17', '2021-12-31', '2022-01-22', '2021-06-22', '2021-01-14', '2021-01-14', '2021-01-19', '2021-01-19', '2021-01-19', '2021-01-19', '2021-01-25', '2021-01-22', '2021-02-22', '2020-11-11', '2021-10-25', '2022-06-10', '2022-02-03', '2022-02-15', '2022-02-15', '2022-02-15', '2022-02-02', '2021-07-16', '2022-03-29', '2022-03-24', '2021-05-27', '2020-04-02');"
NGF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NGF' AND dlycaldt IN ('2022-08-03');
NGG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NGG' AND dlycaldt IN ('2020-10-22', '2020-10-22', '2020-11-05', '2020-11-05', '2020-03-18');"
NGL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NGL' AND dlycaldt IN ('2021-05-20', '2021-05-05', '2021-05-06', '2021-04-21', '2020-07-02', '2020-07-07', '2020-07-08', '2020-08-12', '2022-08-29', '2020-12-01', '2020-12-01', '2020-06-11', '2020-06-10', '2020-06-10', '2021-12-21', '2021-11-17', '2022-06-02', '2021-01-19', '2021-02-18', '2021-02-24', '2021-02-24', '2020-10-05', '2020-10-05', '2020-10-16', '2020-10-15', '2020-02-27', '2020-02-14', '2020-11-09', '2020-11-13', '2020-11-10', '2020-09-11', '2020-08-11', '2020-08-04', '2022-01-12', '2022-01-06', '2021-03-04', '2021-03-12', '2021-03-17', '2020-11-18', '2020-11-17', '2020-11-24');"
NGLS,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NGLS' AND dlycaldt IN ('2020-12-21');
NHI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NHI' AND dlycaldt IN ('2020-03-31', '2021-08-09', '2021-08-06', '2021-04-19', '2022-06-28', '2021-11-08', '2021-05-12', '2021-05-27', '2022-01-28');"
NI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NI' AND dlycaldt IN ('2021-03-19', '2020-05-13', '2022-07-13', '2020-12-18', '2020-04-02');"
NICE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NICE' AND dlycaldt IN ('2020-11-18', '2020-07-21', '2020-07-23');"
NINOY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NINOY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
NIO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NIO' AND dlycaldt IN ('2021-01-20', '2020-07-02', '2020-07-06');"
NKE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NKE' AND dlycaldt IN ('2021-03-25', '2020-03-27', '2021-02-16', '2021-04-16', '2020-02-24', '2020-04-28', '2020-03-12', '2022-01-20', '2021-07-09', '2020-05-07', '2020-11-03', '2020-11-17', '2020-01-10', '2020-01-27', '2020-02-18', '2020-07-14', '2020-06-29', '2020-09-25', '2022-02-28', '2021-02-04', '2021-02-12', '2022-07-26', '2019-12-24');"
NLG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NLG' AND dlycaldt IN ('2021-02-05');
NLOK,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NLOK' AND dlycaldt IN ('2020-07-29', '2020-04-08', '2020-04-09', '2020-12-03', '2021-07-14');"
NLSN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NLSN' AND dlycaldt IN ('2019-12-06');
NLY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NLY' AND dlycaldt IN ('2020-01-08');
NMIH,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NMIH' AND dlycaldt IN ('2020-07-15', '2020-06-05');"
NNGRY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NNGRY' AND dlycaldt IN ('2020-03-18');
NNN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NNN' AND dlycaldt IN ('2020-03-23', '2021-09-30');"
NOC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOC' AND dlycaldt IN ('2021-02-16', '2021-12-16', '2021-11-08', '2021-01-28', '2022-03-09', '2020-10-21', '2021-01-13', '2022-08-03', '2020-03-18', '2021-03-17', '2020-06-18', '2021-05-14', '2022-02-15');"
NOK,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOK' AND dlycaldt IN ('2020-03-18');
NOTV,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOTV' AND dlycaldt IN ('2022-07-18');
NOV,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOV' AND dlycaldt IN ('2019-06-24', '2019-02-15');"
NOVT,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOVT' AND dlycaldt IN ('2022-07-25');
NOW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NOW' AND dlycaldt IN ('2020-02-07', '2022-03-08', '2020-09-23', '2020-03-18', '2022-01-06', '2021-03-17', '2020-09-16', '2020-06-17', '2020-06-11', '2021-01-21', '2022-05-27', '2020-11-13', '2020-11-16', '2022-06-10', '2022-06-15', '2022-02-18', '2020-04-02', '2022-04-27');"
NPSNY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NPSNY' AND dlycaldt IN ('2019-01-30', '2019-06-24');"
NRDBY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NRDBY' AND dlycaldt IN ('2020-03-18');
NRG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NRG' AND dlycaldt IN ('2022-05-18', '2021-06-10', '2021-06-16');"
NS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NS' AND dlycaldt IN ('2021-09-27', '2021-07-07', '2021-07-09', '2021-08-19', '2021-12-21', '2021-02-19', '2021-01-19', '2021-02-12', '2021-09-14', '2021-09-01', '2021-10-06');"
NSANY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NSANY' AND dlycaldt IN ('2020-03-18');
NSC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NSC' AND dlycaldt IN ('2021-11-02', '2020-02-20', '2021-03-23', '2021-08-05', '2021-09-01', '2022-04-01');"
NSIT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NSIT' AND dlycaldt IN ('2021-03-02', '2021-03-02');"
NSP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NSP' AND dlycaldt IN ('2021-12-10', '2020-01-17', '2020-11-16', '2019-12-18', '2019-12-17');"
NSRGY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NSRGY' AND dlycaldt IN ('2020-06-26', '2021-02-17', '2020-04-28', '2021-01-28', '2020-05-04', '2021-12-16', '2020-01-27', '2020-01-09', '2020-02-14', '2020-03-13', '2020-07-14', '2021-06-16', '2020-05-12', '2021-07-19', '2020-01-03', '2022-06-28', '2022-06-29', '2020-01-13', '2020-02-10', '2019-06-24', '2019-02-15', '2019-08-28', '2019-02-05', '2021-05-19', '2021-05-18', '2020-03-30', '2022-02-28', '2021-01-11', '2021-01-15', '2019-12-24', '2020-02-11', '2022-06-10', '2020-01-15', '2022-01-19', '2019-12-18', '2020-01-07', '2020-01-08', '2020-01-09', '2020-05-11');"
NTAP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTAP' AND dlycaldt IN ('2021-02-16', '2020-10-08', '2020-10-23', '2020-10-08', '2020-10-23', '2020-10-08', '2020-10-23', '2020-08-10', '2021-09-13', '2021-09-27', '2021-09-13', '2021-09-27', '2021-09-13', '2021-09-27', '2022-07-18', '2022-07-19', '2022-07-25', '2022-07-18', '2022-07-19', '2022-07-25', '2022-07-18', '2022-07-19', '2022-07-19', '2022-07-25', '2020-12-30', '2021-02-01', '2021-02-01', '2021-02-01', '2021-02-01', '2021-02-01', '2021-02-01', '2021-02-01', '2021-02-01', '2021-08-09', '2021-07-06', '2021-07-06', '2021-07-06', '2021-10-12', '2021-10-25', '2021-10-26', '2021-10-12', '2021-10-25', '2021-10-26', '2021-10-12', '2021-10-25', '2021-10-26', '2020-11-03', '2020-11-04', '2020-11-16', '2020-11-30', '2020-12-07', '2020-11-03', '2020-11-04', '2020-11-16', '2020-11-30', '2020-12-07', '2020-11-03', '2020-11-04', '2020-11-16', '2020-11-30', '2020-12-07', '2022-06-06', '2022-06-06', '2022-06-06', '2022-06-06', '2022-06-06', '2022-06-06', '2022-01-10', '2022-01-27', '2022-01-10', '2022-01-27', '2022-01-10', '2022-01-27', '2021-02-08', '2021-02-16', '2021-03-19', '2021-02-08', '2021-02-16', '2021-03-19', '2021-02-08', '2021-02-16', '2021-03-19', '2021-04-20', '2021-04-20', '2021-04-28', '2021-05-10', '2021-05-12', '2021-04-20', '2021-04-20', '2021-04-26', '2021-04-28', '2021-05-10', '2021-05-12', '2021-04-20', '2021-04-20', '2021-04-26', '2021-04-28', '2021-05-10', '2021-05-12', '2022-02-07', '2022-02-14', '2022-02-14', '2022-02-07', '2022-02-14', '2022-02-07', '2022-02-14', '2020-12-17', '2020-12-28', '2020-12-28', '2020-12-17', '2020-12-21', '2020-12-28', '2020-12-28', '2020-12-17', '2020-12-21', '2020-12-28', '2020-12-28', '2021-05-17', '2021-05-28', '2021-05-28', '2021-05-28', '2021-06-07', '2021-06-17', '2021-06-28', '2021-05-17', '2021-05-28', '2021-06-07', '2021-06-17', '2021-06-28', '2021-05-17', '2021-05-28', '2021-06-07', '2021-07-17', '2021-06-28', '2021-11-08', '2021-11-08', '2021-11-08', '2021-11-08', '2021-11-08', '2021-11-08');"
NTDOY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTDOY' AND dlycaldt IN ('2022-06-14', '2020-10-09', '2021-09-15', '2021-10-18', '2022-07-15', '2020-09-01', '2020-12-01');"
NTLA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTLA' AND dlycaldt IN ('2020-11-18', '2021-10-29', '2020-01-14', '2020-07-10', '2022-02-28', '2021-07-21', '2021-01-15', '2021-09-20', '2020-08-26');"
NTNX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTNX' AND dlycaldt IN ('2019-06-24');
NTOIY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTOIY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
NTR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTR' AND dlycaldt IN ('2022-03-17', '2020-02-10');"
NTRS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTRS' AND dlycaldt IN ('2020-03-05', '2020-03-18', '2020-02-20', '2020-02-28', '2020-02-10', '2020-01-14', '2020-01-15');"
NTTYY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTTYY' AND dlycaldt IN ('2020-11-13');
NTXFY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NTXFY' AND dlycaldt IN ('2020-11-13');
NUAN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NUAN' AND dlycaldt IN ('2019-06-24', '2020-06-29');"
NUE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NUE' AND dlycaldt IN ('2021-02-16', '2020-02-07', '2020-03-18', '2019-06-24', '2020-04-29');"
NUGL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NUGL' AND dlycaldt IN ('2021-06-14');
NULC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NULC' AND dlycaldt IN ('2021-09-14', '2021-09-07', '2022-02-07');"
NULG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NULG' AND dlycaldt IN ('2020-02-21', '2021-02-05');"
NULV,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NULV' AND dlycaldt IN ('2021-05-17');
NUSC,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NUSC' AND dlycaldt IN ('2022-01-25');
NUVA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NUVA' AND dlycaldt IN ('2022-02-14');
NVCR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVCR' AND dlycaldt IN ('2021-07-02', '2019-06-24', '2019-06-19');"
NVDA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVDA' AND dlycaldt IN ('2021-03-11', '2022-01-26', '2022-01-31', '2022-07-08', '2021-03-24', '2021-03-24', '2020-03-27', '2021-02-16', '2022-03-04', '2022-05-27', '2021-03-23', '2021-06-18', '2021-06-22', '2020-02-28', '2020-09-04', '2020-03-30', '2020-05-01', '2020-11-17', '2020-11-04', '2021-05-04', '2020-01-10', '2020-09-03', '2020-02-20', '2020-07-14', '2022-04-06', '2021-07-28', '2021-07-19', '2022-03-22', '2020-10-13', '2021-02-25', '2021-02-25', '2021-01-20', '2021-01-20', '2020-12-31', '2021-02-04', '2021-03-17', '2021-03-15', '2021-08-02', '2021-03-16', '2021-03-10', '2021-03-09', '2021-03-23', '2021-03-16', '2021-03-10', '2021-03-09', '2021-03-23', '2021-07-23', '2021-07-23', '2020-09-08', '2020-06-03', '2020-02-21', '2022-06-17', '2021-07-16', '2021-07-16', '2020-06-11', '2021-06-22', '2021-06-18', '2021-03-25', '2021-10-19', '2021-09-01', '2021-11-05', '2021-11-12', '2021-11-18', '2021-12-14', '2022-02-28', '2020-08-24', '2020-06-01', '2021-06-03', '2020-11-11', '2020-11-16', '2021-10-29', '2021-10-05', '2021-11-26', '2021-01-15', '2021-01-11', '2019-12-24', '2022-06-10', '2022-02-18', '2022-01-21', '2022-01-21', '2022-01-21', '2020-05-20', '2022-07-26', '2020-09-14', '2022-02-22', '2021-07-20', '2021-05-04');"
NVEE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVEE' AND dlycaldt IN ('2020-03-06', '2020-01-02', '2021-08-13', '2020-03-11', '2020-03-11', '2020-01-08', '2020-01-07');"
NVIGF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVIGF' AND dlycaldt IN ('2020-06-03');
NVLIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVLIX' AND dlycaldt IN ('2021-12-28');
NVO,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVO' AND dlycaldt IN ('2020-02-20', '2021-09-16', '2020-11-05', '2020-11-05');"
NVR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVR' AND dlycaldt IN ('2021-02-16', '2021-06-25', '2021-02-11', '2021-02-11');"
NVS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVS' AND dlycaldt IN ('2022-01-27', '2020-05-07', '2020-05-04', '2020-11-17', '2020-10-05', '2020-01-27', '2020-01-14', '2020-02-14', '2020-02-20', '2020-07-14', '2020-07-27', '2020-11-23', '2020-11-23', '2020-11-23', '2022-02-28', '2019-12-26', '2020-03-18', '2021-12-22', '2021-09-17');"
NVT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVT' AND dlycaldt IN ('2020-11-18', '2020-11-18', '2021-02-02', '2021-02-02');"
NVVE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVVE' AND dlycaldt IN ('2021-05-25', '2021-06-14', '2020-07-16', '2021-08-10', '2021-07-16', '2021-05-04', '2021-04-09', '2021-04-13');"
NVZMY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NVZMY' AND dlycaldt IN ('2021-02-17', '2020-01-13', '2019-06-24', '2020-08-04', '2020-03-18');"
NWBI,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWBI' AND dlycaldt IN ('2022-06-21');
NWE,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWE' AND dlycaldt IN ('2020-07-30');
NWG,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWG' AND dlycaldt IN ('2020-11-13');
NWL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWL' AND dlycaldt IN ('2020-03-18', '2020-02-28', '2020-09-08', '2021-09-30', '2020-04-02');"
NWN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWN' AND dlycaldt IN ('2020-08-14', '2020-11-13', '2020-05-15', '2022-01-28', '2021-11-15', '2020-08-11', '2021-02-12', '2021-05-14', '2021-08-13', '2022-02-15', '2020-02-14', '2022-08-15', '2022-05-13');"
NWS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWS' AND dlycaldt IN ('2020-03-18', '2020-04-29');"
NWSA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWSA' AND dlycaldt IN ('2020-03-18', '2020-04-29');"
NWWOX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NWWOX' AND dlycaldt IN ('2022-08-30');
NXPI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NXPI' AND dlycaldt IN ('2021-08-09', '2021-11-24', '2022-02-09', '2020-01-22', '2020-02-12', '2020-01-29', '2022-04-06', '2021-03-17', '2020-12-09', '2021-09-02');"
NXST,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NXST' AND dlycaldt IN ('2020-02-05', '2020-04-03', '2020-01-15', '2020-01-24');"
NYT,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='NYT' AND dlycaldt IN ('2021-02-16', '2021-04-09');"
O,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='O' AND dlycaldt IN ('2021-04-15', '2021-03-05', '2021-02-25', '2020-12-02', '2021-02-05', '2020-06-09', '2020-08-05', '2020-04-29');"
OAKGX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OAKGX' AND dlycaldt IN ('2021-12-17');
OCFC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OCFC' AND dlycaldt IN ('2022-06-21', '2021-02-26', '2020-11-03', '2020-10-23');"
OCGN,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OCGN' AND dlycaldt IN ('2022-06-16');
ODFL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ODFL' AND dlycaldt IN ('2021-09-30');
OGFGF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OGFGF' AND dlycaldt IN ('2021-01-12');
OGN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OGN' AND dlycaldt IN ('2021-06-08', '2021-06-08');"
OHI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OHI' AND dlycaldt IN ('2020-12-31', '2020-12-31');"
OIH,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OIH' AND dlycaldt IN ('2020-11-18');
OKE,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OKE' AND dlycaldt IN ('2020-02-24', '2020-03-09', '2021-02-16', '2020-12-30', '2020-05-27', '2020-05-19', '2022-02-14', '2021-05-26', '2020-03-26', '2022-08-05', '2022-08-15', '2020-02-14', '2020-11-13', '2020-08-14', '2020-10-19', '2022-05-16', '2021-08-16', '2021-02-12', '2020-06-05', '2020-06-09', '2020-05-14', '2021-11-15');"
OKTA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OKTA' AND dlycaldt IN ('2021-02-16');
OLED,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OLED' AND dlycaldt IN ('2020-07-28', '2020-07-28', '2020-10-15', '2020-10-16', '2020-10-19', '2020-10-20', '2020-10-15', '2020-10-16', '2020-10-19', '2020-10-20', '2020-07-27', '2020-07-27');"
OLLI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OLLI' AND dlycaldt IN ('2022-01-10', '2020-02-21', '2021-02-25', '2020-04-27', '2021-12-09', '2020-02-28', '2020-02-05', '2022-03-04', '2021-04-09', '2021-09-28', '2022-01-11', '2022-01-10', '2020-05-21');"
OLP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OLP' AND dlycaldt IN ('2021-10-07', '2020-04-15', '2020-04-09', '2020-07-31', '2021-04-08', '2021-07-12', '2020-01-08', '2020-05-14', '2020-09-01', '2020-12-22', '2020-10-30', '2021-01-08', '2022-01-20', '2022-01-06');"
OMBIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OMBIX' AND dlycaldt IN ('2020-10-16');
OMC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OMC' AND dlycaldt IN ('2020-02-10', '2020-01-29', '2020-01-28', '2019-12-18');"
OMCL,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OMCL' AND dlycaldt IN ('2021-04-09');
OMF,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OMF' AND dlycaldt IN ('2021-02-16');
OMVKY,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OMVKY' AND dlycaldt IN ('2020-11-13');
ON,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ON' AND dlycaldt IN ('2020-03-18', '2021-08-20', '2021-11-24', '2020-11-12');"
ONTO,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ONTO' AND dlycaldt IN ('2020-04-30');
ONVO,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ONVO' AND dlycaldt IN ('2022-06-21');
ORA,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORA' AND dlycaldt IN ('2021-04-09');
ORAN,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORAN' AND dlycaldt IN ('2021-07-27', '2021-07-27', '2020-11-05', '2020-11-05', '2020-11-13');"
ORCC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORCC' AND dlycaldt IN ('2022-06-09', '2022-06-10', '2022-06-13', '2022-06-14', '2022-06-16', '2022-06-23', '2022-05-11', '2022-05-12', '2022-05-18', '2022-05-19', '2022-05-20', '2022-06-03', '2022-06-08', '2022-05-24', '2021-09-28', '2021-11-30', '2021-03-16', '2021-06-25');"
ORCL,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORCL' AND dlycaldt IN ('2022-01-24', '2021-02-12', '2021-02-16', '2020-01-08', '2020-03-18', '2021-07-08', '2020-02-20', '2021-07-23', '2022-06-07', '2022-06-08', '2022-06-08', '2020-09-16', '2022-06-14', '2022-06-08', '2020-11-19', '2020-11-19', '2021-01-04', '2021-09-16', '2020-10-22', '2022-03-09', '2020-11-05', '2020-11-05', '2022-07-15');"
ORI,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORI' AND dlycaldt IN ('2022-05-12', '2021-03-01', '2021-03-07', '2022-04-06');"
ORLT,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORLT' AND dlycaldt IN ('2020-11-19');
ORLY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORLY' AND dlycaldt IN ('2021-03-30', '2021-02-16', '2021-05-18', '2020-12-10', '2021-10-20', '2020-11-19', '2021-02-11', '2021-02-11', '2020-07-27', '2021-02-22', '2020-04-30', '2020-04-30', '2022-07-07');"
ORMP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='ORMP' AND dlycaldt IN ('2021-04-23', '2021-10-01', '2022-01-14');"
OSUR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OSUR' AND dlycaldt IN ('2021-02-23', '2020-10-08');"
OSW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OSW' AND dlycaldt IN ('2020-03-03', '2020-03-03', '2021-04-23', '2021-10-01', '2020-11-12', '2020-05-01', '2020-04-30', '2020-12-15');"
OTIS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OTIS' AND dlycaldt IN ('2020-09-23', '2020-04-03', '2020-09-16', '2021-06-18', '2020-07-22', '2022-01-18', '2020-04-07', '2020-04-13', '2020-04-24', '2020-05-19', '2020-04-03');"
OWCIX,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OWCIX' AND dlycaldt IN ('2020-10-01');
OWLSX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OWLSX' AND dlycaldt IN ('2021-08-23', '2021-02-09', '2022-01-05', '2020-06-18', '2021-12-14', '2020-01-10', '2020-10-01');"
OWMBX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OWMBX' AND dlycaldt IN ('2022-06-14', '2021-12-14');"
OWSMX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OWSMX' AND dlycaldt IN ('2020-09-15', '2020-06-18', '2021-12-14');"
OWSOX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OWSOX' AND dlycaldt IN ('2020-06-18', '2020-10-01');"
OXBR,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OXBR' AND dlycaldt IN ('2022-02-16', '2022-05-18');"
OXM,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OXM' AND dlycaldt IN ('2019-01-09', '2019-06-24');"
OXY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OXY' AND dlycaldt IN ('2020-01-08', '2020-11-12', '2019-08-28', '2019-02-05', '2019-05-20');"
OZKAP,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='OZKAP' AND dlycaldt IN ('2022-08-18', '2022-08-03');"
PAA,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PAA' AND dlycaldt IN ('2022-02-15', '2022-05-19', '2022-05-16', '2021-08-16', '2021-04-14', '2021-02-23', '2021-02-10', '2022-06-23', '2021-12-29', '2021-02-19', '2021-02-12', '2021-01-19', '2021-02-22', '2021-11-26', '2021-11-15', '2021-05-17', '2021-04-01', '2022-01-06', '2022-01-21');"
PACW,SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PACW' AND dlycaldt IN ('2019-06-19');
PAG,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PAG' AND dlycaldt IN ('2021-01-06', '2021-01-06');"
PAGS,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PAGS' AND dlycaldt IN ('2021-12-16', '2021-01-22', '2021-01-21');"
PAHC,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PAHC' AND dlycaldt IN ('2021-03-04', '2021-03-04');"
PAIDX,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PAIDX' AND dlycaldt IN ('2021-02-11', '2021-02-11');"
PANDY,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PANDY' AND dlycaldt IN ('2020-03-18', '2020-11-13');"
PANW,"SELECT * FROM crsp.wrds_dsfv2_query WHERE ticker='PANW' AND dlycaldt IN ('2020-02-24', '2020-04-27');"
